url	first_seen	portal	title	company	status	location
https://visa.wd5.myworkdayjobs.com/Visa/job/IN---Bengaluru-India/Software-Engineer_REF082722W	2026-07-20	workday-api	Software Engineer	Visa	added	IN - Bengaluru, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/95119674384	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96202498032	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96830338544	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96202502064	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/91304562464	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/97879181104	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96025654432	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96202501344	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96202501392	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/94687913696	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/98038730256	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/bengaluru/software-engineer/13015/95980029232	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Bengaluru, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/95549296880	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/95536470528	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://search.jobs.barclays/job/pune/software-engineer/13015/96919935456	2026-07-20	Playwright — Barclays India	Software Engineer	Barclays	added	Pune, India		
https://www.wellsfargojobs.com/en/jobs/r-560662/	2026-07-20	Playwright — Wells Fargo India	Software Engineer - Golang and/or Python	Wells Fargo	added	India		
https://www.wellsfargojobs.com/en/jobs/r-551920/	2026-07-20	Playwright — Wells Fargo India	Software Engineer/ Gen AI /Google ADK/ LangChain Python	Wells Fargo	added	India		
https://jobs.intuit.com/job/bengaluru/software-engineer-credit-karma/27595/98034325664	2026-07-20	Playwright — Intuit India	Software Engineer - Credit Karma	Intuit	added	Bengaluru, India		
https://indiajobs.target.com/job/bengaluru/engineer-target-india/34386/91912927920	2026-07-20	Playwright — Target India	Engineer	Target India	added	Bengaluru, India		
https://gameberry.keka.com/careers/jobdetails/78044	2026-07-21	playwright-cli	SDE - I (PS)	Gameberry Labs	added	Bangalore
https://www.hackerrank.com/careers/job?id=7771695#Software%20Development%20Engineer%20in%20Test%20II	2026-07-21	playwright-cli	Software Development Engineer in Test II	HackerRank	added	Hybrid in Bangalore, India
https://nxtwave.freshteam.com/jobs/IZM4QfSpBhtB/full-stack-developer-2	2026-07-21	playwright-cli	Full Stack Developer - 2	NxtWave	added	
